global_batch,stage_n,epoch_in_stage,batch_idx,loss_batch
164,1,1,37,0.2976292073726654
165,1,1,38,0.3486749231815338
166,1,1,39,0.20508748292922974
167,1,1,40,0.31163179874420166
168,1,1,41,0.16482798755168915
169,1,1,42,0.2415539175271988
170,1,1,43,0.340507835149765
171,1,1,44,0.24732285737991333
172,1,1,45,0.1067490428686142
173,1,1,46,0.15653908252716064
174,1,1,47,0.14690078794956207
175,1,1,48,0.14185136556625366
176,1,1,49,0.0800957977771759
177,1,1,50,0.07276932895183563
178,1,1,51,0.05572561174631119
179,1,1,52,0.3382847309112549
180,1,1,53,0.20966249704360962
181,1,1,54,0.17525215446949005
182,1,1,55,0.23248377442359924
183,1,1,56,0.35758692026138306
184,1,1,57,0.2580615282058716
185,1,1,58,0.15917737782001495
186,1,1,59,0.1316365748643875
187,1,1,60,0.24941116571426392
188,1,1,61,0.13322234153747559
189,1,1,62,3.3426406383514404
190,1,1,63,0.12250185012817383
191,1,1,64,0.1604308784008026
192,1,1,65,0.16511906683444977
193,1,1,66,2.6034185886383057
194,1,1,67,0.1714516580104828
195,1,1,68,0.3817327618598938
196,1,1,69,0.34061723947525024
197,1,1,70,0.13968080282211304
198,1,1,71,0.22325199842453003
199,1,1,72,0.1392139196395874
200,1,1,73,0.19099268317222595
201,1,1,74,0.1361536681652069
202,1,1,75,0.18082591891288757
203,1,1,76,0.166621595621109
204,1,1,77,0.0687466561794281
205,1,1,78,0.20903488993644714
206,1,1,79,0.1289747953414917
207,1,1,80,0.10362602770328522
208,1,1,81,0.24111510813236237
209,1,1,82,0.15692612528800964
210,1,1,83,0.10294849425554276
211,1,1,84,0.18498805165290833
212,1,1,85,0.1481044590473175
213,1,1,86,0.11870639026165009
214,1,1,87,0.11068602651357651
215,1,1,88,0.13058331608772278
216,1,1,89,0.2512301206588745
217,1,1,90,0.12429303675889969
218,1,1,91,0.07573763281106949
219,1,1,92,0.03937264904379845
220,1,1,93,0.19377121329307556
221,1,1,94,0.39330923557281494
222,1,1,95,0.4056699872016907
223,1,1,96,0.06192274019122124
224,1,1,97,0.3184402585029602
225,1,1,98,0.2211465835571289
226,1,1,99,0.3641950488090515
227,1,1,100,0.14855226874351501
228,1,1,101,1.0625542402267456
229,1,1,102,0.40278762578964233
230,1,1,103,0.1763787865638733
231,1,1,104,0.15557464957237244
232,1,1,105,0.22143861651420593
233,1,1,106,0.14198553562164307
234,1,1,107,0.18654868006706238
235,1,1,108,0.1268172711133957
236,1,1,109,0.21526199579238892
237,1,1,110,0.13085170090198517
238,1,1,111,0.1615646779537201
239,1,1,112,0.08852677047252655
240,1,1,113,0.1317976415157318
241,1,1,114,0.07155484706163406
242,1,1,115,0.18398785591125488
243,1,1,116,0.09894055128097534
244,1,1,117,0.1626531034708023
245,1,1,118,0.10234776139259338
246,1,1,119,0.14722004532814026
247,1,1,120,0.08494970202445984
248,1,1,121,0.11417429149150848
249,1,1,122,1.060076355934143
250,1,1,123,0.09918439388275146
251,1,1,124,0.26915404200553894
252,1,1,125,0.12694546580314636
253,1,1,126,0.09301362931728363
254,1,2,0,0.15274891257286072
255,1,2,1,0.07723680138587952
256,1,2,2,0.07179811596870422
257,1,2,3,0.08485934883356094
258,1,2,4,0.8765082955360413
259,1,2,5,0.2924083471298218
260,1,2,6,0.06820745766162872
261,1,2,7,0.554072916507721
262,1,2,8,0.08615617454051971
263,1,2,9,0.0735921859741211
264,1,2,10,0.10945666581392288
265,1,2,11,0.4717448353767395
266,1,2,12,0.15675866603851318
267,1,2,13,0.4374251663684845
268,1,2,14,0.7322206497192383
269,1,2,15,0.24163678288459778
270,1,2,16,0.35026609897613525
271,1,2,17,1.0485001802444458
272,1,2,18,3.1719672679901123
273,1,2,19,0.1929224282503128
274,1,2,20,1.3219578266143799
275,1,2,21,0.24198327958583832
276,1,2,22,0.6459582448005676
277,1,2,23,0.34814098477363586
278,1,2,24,0.23512214422225952
279,1,2,25,0.3492019772529602
280,1,2,26,0.3536340296268463
281,1,2,27,0.23933051526546478
282,1,2,28,0.3874974548816681
283,1,2,29,0.14028391242027283
284,1,2,30,0.23536422848701477
285,1,2,31,0.39712196588516235
286,1,2,32,0.3980943560600281
287,1,2,33,0.19690875709056854
288,1,2,34,0.10750006884336472
289,1,2,35,0.15477773547172546
290,1,2,36,0.3170299530029297
291,1,2,37,0.376872718334198
292,1,2,38,0.5195152759552002
293,1,2,39,0.07686904817819595
294,1,2,40,0.10995042324066162
295,1,2,41,0.17934289574623108
296,1,2,42,0.18226614594459534
297,1,2,43,0.13382543623447418
298,1,2,44,0.1594294160604477
299,1,2,45,0.21683838963508606
300,1,2,46,0.3723628520965576
301,1,2,47,0.13037419319152832
302,1,2,48,0.21918252110481262
303,1,2,49,0.11134345829486847
304,1,2,50,0.1423308551311493
305,1,2,51,0.1862490177154541
306,1,2,52,0.32065606117248535
307,1,2,53,0.2525157928466797
308,1,2,54,0.20813480019569397
309,1,2,55,0.08387258648872375
310,1,2,56,0.21202965080738068
311,1,2,57,0.6095994710922241
312,1,2,58,0.3277673125267029
313,1,2,59,0.24837718904018402
314,1,2,60,0.43895044922828674
315,1,2,61,0.3971524238586426
316,1,2,62,0.22535796463489532
317,1,2,63,0.2680928111076355
318,1,2,64,0.2699299156665802
319,1,2,65,0.10741253942251205
320,1,2,66,0.09175318479537964
321,1,2,67,0.29738879203796387
322,1,2,68,0.31371545791625977
323,1,2,69,0.3759640157222748
324,1,2,70,0.2110869437456131
325,1,2,71,0.3875681459903717
326,1,2,72,0.29636046290397644
327,1,2,73,0.4328782558441162
328,1,2,74,0.11159715056419373
329,1,2,75,0.18207520246505737
330,1,2,76,0.24770814180374146
331,1,2,77,0.23536056280136108
332,1,2,78,0.31817781925201416
333,1,2,79,0.2826467454433441
334,1,2,80,2.121295928955078
335,1,2,81,0.4082924425601959
336,1,2,82,0.26480427384376526
337,1,2,83,0.18061518669128418
338,1,2,84,0.28391650319099426
339,1,2,85,0.14797496795654297
340,1,2,86,0.15828993916511536
341,1,2,87,0.4604369103908539
342,1,2,88,0.1267765462398529
343,1,2,89,0.3140391707420349
344,1,2,90,0.28805336356163025
345,1,2,91,0.2790118157863617
346,1,2,92,0.28662198781967163
347,1,2,93,0.1599292755126953
348,1,2,94,0.5210767388343811
349,1,2,95,0.17189088463783264
350,1,2,96,0.1154993399977684
351,1,2,97,0.27196550369262695
352,1,2,98,0.11611810326576233
353,1,2,99,0.16255012154579163
354,1,2,100,0.2753843069076538
355,1,2,101,0.1660277545452118
356,1,2,102,0.17470669746398926
357,1,2,103,0.16781696677207947
358,1,2,104,0.19602903723716736
359,1,2,105,0.20669257640838623
360,1,2,106,0.19414609670639038
361,1,2,107,0.1967066526412964
362,1,2,108,0.28021782636642456
363,1,2,109,0.06370729207992554
364,1,2,110,0.2613585591316223
365,1,2,111,0.21880289912223816
366,1,2,112,0.16957299411296844
367,1,2,113,0.1907886266708374
368,1,2,114,0.17788568139076233
369,1,2,115,0.22941052913665771
370,1,2,116,0.16084212064743042
371,1,2,117,0.09919649362564087
372,1,2,118,0.6356048583984375
373,1,2,119,0.15216808021068573
374,1,2,120,1.6086394786834717
375,1,2,121,0.12521402537822723
376,1,2,122,0.1437130868434906
377,1,2,123,0.12026228755712509
378,1,2,124,0.1774505078792572
379,1,2,125,0.1887189745903015
380,1,2,126,0.2926209568977356
381,1,3,0,0.15723802149295807
382,1,3,1,0.2980976700782776
383,1,3,2,0.11765426397323608
384,1,3,3,0.11993011832237244
385,1,3,4,0.0985797718167305
386,1,3,5,0.13480377197265625
387,1,3,6,0.26951101422309875
388,1,3,7,0.13009661436080933
389,1,3,8,0.12575632333755493
390,1,3,9,0.1277054250240326
391,1,3,10,0.16827070713043213
392,1,3,11,0.2218913435935974
393,1,3,12,0.1628769338130951
394,1,3,13,0.13775169849395752
395,1,3,14,0.1483210176229477
396,1,3,15,0.11096842586994171
397,1,3,16,0.10727149248123169
398,1,3,17,0.1676061451435089
399,1,3,18,0.1277889907360077
400,1,3,19,0.4301426410675049
401,1,3,20,2.1794612407684326
402,1,3,21,0.10001008957624435
403,1,3,22,0.3858470916748047
404,1,3,23,0.24182303249835968
405,1,3,24,0.1928340345621109
406,1,3,25,0.11201223731040955
407,1,3,26,0.05437137559056282
408,1,3,27,0.19100868701934814
409,1,3,28,0.11400019377470016
410,1,3,29,0.14717301726341248
411,1,3,30,0.09879164397716522
412,1,3,31,0.07745001465082169
413,1,3,32,0.06481963396072388
414,1,3,33,1.0308609008789062
415,1,3,34,0.11997532844543457
416,1,3,35,0.04172202944755554
417,1,3,36,0.1283331662416458
418,1,3,37,0.10407848656177521
419,1,3,38,0.1526264101266861
420,1,3,39,0.10165130347013474
421,1,3,40,0.08410429954528809
422,1,3,41,0.06589512526988983
423,1,3,42,0.09855140000581741
424,1,3,43,0.10919801890850067
425,1,3,44,0.04798499494791031
426,1,3,45,0.06560672074556351
427,1,3,46,0.07637949287891388
428,1,3,47,0.11637816578149796
429,1,3,48,0.05422665923833847
430,1,3,49,0.047965459525585175
431,1,3,50,0.09100014716386795
432,1,3,51,0.08614179491996765
433,1,3,52,0.07325485348701477
434,1,3,53,0.0771222859621048
435,1,3,54,0.04430432617664337
436,1,3,55,0.06259635090827942
437,1,3,56,0.07841911166906357
438,1,3,57,0.07043567299842834
439,1,3,58,0.09798091650009155
440,1,3,59,0.22461074590682983
441,1,3,60,0.05268160253763199
442,1,3,61,1.6967979669570923
443,1,3,62,0.161629319190979
444,1,3,63,0.23813319206237793
445,1,3,64,0.09985815733671188
446,1,3,65,0.1045423150062561
447,1,3,66,0.07573111355304718
448,1,3,67,0.10031349956989288
449,1,3,68,0.10354553163051605
450,1,3,69,0.027445774525403976
451,1,3,70,0.08454668521881104
452,1,3,71,0.08098475635051727
453,1,3,72,0.08014461398124695
454,1,3,73,0.041857779026031494
455,1,3,74,0.059153564274311066
456,1,3,75,0.05930608883500099
457,1,3,76,0.04005587846040726
458,1,3,77,0.024225126951932907
459,1,3,78,0.14820212125778198
460,1,3,79,0.04071974754333496
461,1,3,80,0.01564284786581993
462,1,3,81,0.0610734187066555
463,1,3,82,0.031750697642564774
464,1,3,83,0.062290385365486145
465,1,3,84,0.034134283661842346
466,1,3,85,0.09469299018383026
467,1,3,86,0.034816619008779526
468,1,3,87,0.09529853612184525
469,1,3,88,0.21431070566177368
470,1,3,89,0.06675311923027039
471,1,3,90,0.5246244668960571
472,1,3,91,0.2767888307571411
473,1,3,92,0.0621202290058136
474,1,3,93,0.03496541082859039
475,1,3,94,0.21895520389080048
476,1,3,95,0.30909863114356995
477,1,3,96,0.09556949883699417
478,1,3,97,0.08110936731100082
479,1,3,98,0.32770025730133057
480,1,3,99,0.05197727680206299
481,1,3,100,0.23018066585063934
482,1,3,101,0.35845667123794556
483,1,3,102,0.22273053228855133
484,1,3,103,0.0708477646112442
485,1,3,104,0.0719347819685936
486,1,3,105,0.11589093506336212
487,1,3,106,0.16532066464424133
488,1,3,107,0.0901799127459526
489,1,3,108,0.1365077942609787
490,1,3,109,0.2556917667388916
491,1,3,110,0.3523526191711426
492,1,3,111,0.05252514407038689
493,1,3,112,0.11648052930831909
494,1,3,113,0.05672461912035942
495,1,3,114,0.09452484548091888
496,1,3,115,3.4834864139556885
497,1,3,116,0.0585169643163681
498,1,3,117,0.06245258077979088
499,1,3,118,0.1166907399892807
500,1,3,119,0.1406918168067932
501,1,3,120,0.2584081292152405
502,1,3,121,0.07506917417049408
503,1,3,122,0.07237271964550018
504,1,3,123,0.07471257448196411
505,1,3,124,0.895453929901123
506,1,3,125,0.07243607938289642
507,1,3,126,0.11280392110347748
508,1,4,0,0.8796606063842773
509,1,4,1,0.18369604647159576
510,1,4,2,0.1170443668961525
511,1,4,3,0.23179680109024048
512,1,4,4,0.10326780378818512
513,1,4,5,0.045684851706027985
514,1,4,6,0.10495823621749878
515,1,4,7,0.10134358704090118
516,1,4,8,0.09985022246837616
517,1,4,9,0.08897902071475983
518,1,4,10,0.13608679175376892
519,1,4,11,0.04825529456138611
520,1,4,12,0.2235150933265686
521,1,4,13,0.08353257924318314
522,1,4,14,0.07655058801174164
523,1,4,15,0.0380476638674736
524,1,4,16,0.08988402783870697
525,1,4,17,2.0637366771698
526,1,4,18,0.11578664183616638
527,1,4,19,0.08891010284423828
528,1,4,20,0.07991291582584381
529,1,4,21,0.12311643362045288
530,1,4,22,0.075594462454319
531,1,4,23,0.055930159986019135
532,1,4,24,0.05960887670516968
533,1,4,25,0.05956057831645012
534,1,4,26,0.07537955045700073
535,1,4,27,0.06359486281871796
536,1,4,28,0.07390576601028442
537,1,4,29,0.023817628622055054
538,1,4,30,0.13734520971775055
539,1,4,31,0.1016521230340004
540,1,4,32,0.03803284838795662
541,1,4,33,0.06232206150889397
542,1,4,34,0.11547013372182846
543,1,4,35,0.09537573158740997
544,1,4,36,0.08458936214447021
545,1,4,37,0.9796279072761536
546,1,4,38,0.07066607475280762
547,1,4,39,0.05898292735219002
548,1,4,40,3.4248580932617188
549,1,4,41,0.04467162489891052
550,1,4,42,0.11095648258924484
551,1,4,43,0.05539894849061966
552,1,4,44,0.03745951130986214
553,1,4,45,0.21959416568279266
554,1,4,46,0.030072961002588272
555,1,4,47,0.055646687746047974
556,1,4,48,0.02148701623082161
557,1,4,49,0.0755186527967453
558,1,4,50,0.047389447689056396
559,1,4,51,0.09527391195297241
560,1,4,52,0.04227814823389053
561,1,4,53,0.06717002391815186
562,1,4,54,0.023811249062418938
563,1,4,55,0.09734442830085754
564,1,4,56,0.04947600141167641
565,1,4,57,0.02666926383972168
566,1,4,58,0.12813571095466614
567,1,4,59,0.056795038282871246
568,1,4,60,0.047290630638599396
569,1,4,61,0.02572586014866829
570,1,4,62,0.05517815425992012
571,1,4,63,0.03544686734676361
572,1,4,64,0.04535554349422455
573,1,4,65,0.06853444874286652
574,1,4,66,0.0181107334792614
575,1,4,67,0.04064631462097168
576,1,4,68,0.02116890624165535
577,1,4,69,0.04817492514848709
578,1,4,70,0.08227822929620743
579,1,4,71,0.02335340902209282
580,1,4,72,0.06478693336248398
581,1,4,73,0.02319389209151268
582,1,4,74,0.03649318590760231
583,1,4,75,0.044650353491306305
584,1,4,76,0.09555160999298096
585,1,4,77,0.11602622270584106
586,1,4,78,0.0373402014374733
587,1,4,79,0.050085633993148804
588,1,4,80,1.5788543224334717
589,1,4,81,0.020403211936354637
590,1,4,82,0.025509243831038475
591,1,4,83,0.07964571565389633
592,1,4,84,0.15209782123565674
593,1,4,85,0.03470442444086075
594,1,4,86,0.07615891098976135
595,1,4,87,0.05885395035147667
596,1,4,88,0.04581572860479355
597,1,4,89,0.06396856904029846
598,1,4,90,0.06901541352272034
599,1,4,91,0.044038817286491394
600,1,4,92,0.04309049993753433
601,1,4,93,0.05021539330482483
602,1,4,94,0.04114603251218796
603,1,4,95,0.027151046320796013
604,1,4,96,0.052217088639736176
605,1,4,97,0.05930231884121895
606,1,4,98,0.030882902443408966
607,1,4,99,0.02634713053703308
608,1,4,100,0.027786947786808014
609,1,4,101,0.027530934661626816
610,1,4,102,0.03512957692146301
611,1,4,103,0.02443193644285202
612,1,4,104,0.02166372910141945
613,1,4,105,0.05502339079976082
614,1,4,106,0.020980194211006165
615,1,4,107,0.02126503363251686
616,1,4,108,0.016008086502552032
617,1,4,109,0.019231844693422318
618,1,4,110,0.01970585808157921
619,1,4,111,0.06005879491567612
620,1,4,112,0.14181393384933472
621,1,4,113,0.024265138432383537
622,1,4,114,0.009350689128041267
623,1,4,115,0.018419921398162842
624,1,4,116,0.014038079418241978
625,1,4,117,0.018345557153224945
626,1,4,118,0.023886511102318764
627,1,4,119,0.5206893682479858
628,1,4,120,0.018825188279151917
629,1,4,121,0.04898713529109955
630,1,4,122,0.3202405869960785
631,1,4,123,0.02173258550465107
632,1,4,124,0.019420895725488663
633,1,4,125,0.0247198436409235
634,1,4,126,0.011698620393872261
635,1,5,0,0.029985113069415092
636,1,5,1,0.026563584804534912
637,1,5,2,0.020541874691843987
638,1,5,3,0.02502843737602234
639,1,5,4,0.018017491325736046
640,1,5,5,0.050933532416820526
641,1,5,6,0.0767311304807663
642,1,5,7,0.01947007328271866
643,1,5,8,0.038673415780067444
644,1,5,9,0.030711039900779724
645,1,5,10,0.03393320366740227
646,1,5,11,0.12448421120643616
647,1,5,12,0.07244279980659485
648,1,5,13,0.035673387348651886
649,1,5,14,0.11869549006223679
650,1,5,15,0.01974612846970558
651,1,5,16,0.10738500952720642
652,1,5,17,0.07147134840488434
653,1,5,18,0.07861071079969406
654,1,5,19,0.07171963155269623
655,1,5,20,0.09299297630786896
656,1,5,21,0.045375362038612366
657,1,5,22,0.07628948986530304
658,1,5,23,0.2372160255908966
659,1,5,24,0.05699017643928528
660,1,5,25,0.11381801962852478
661,1,5,26,2.0797858238220215
662,1,5,27,0.9911476373672485
663,1,5,28,0.09028496593236923
664,1,5,29,0.027174212038517
665,1,5,30,0.05734182149171829
666,1,5,31,0.08535022288560867
667,1,5,32,0.05302640050649643
668,1,5,33,0.046438805758953094
669,1,5,34,0.017734196037054062
670,1,5,35,0.028950165957212448
671,1,5,36,0.15474972128868103
672,1,5,37,0.04726008325815201
673,1,5,38,0.034325167536735535
674,1,5,39,0.08914098143577576
675,1,5,40,0.065880686044693
676,1,5,41,0.05421774834394455
677,1,5,42,0.026342278346419334
678,1,5,43,0.018248997628688812
679,1,5,44,0.171957865357399
680,1,5,45,0.09235566854476929
681,1,5,46,0.013978613540530205
682,1,5,47,0.018576744943857193
683,1,5,48,0.041472237557172775
684,1,5,49,0.48179155588150024
685,1,5,50,0.08668532967567444
686,1,5,51,1.5838086605072021
687,1,5,52,0.10748586058616638
688,1,5,53,0.029647760093212128
689,1,5,54,0.12399330735206604
690,1,5,55,0.042278632521629333
691,1,5,56,0.02970842644572258
692,1,5,57,0.14862671494483948
693,1,5,58,0.06506215035915375
694,1,5,59,0.054528720676898956
695,1,5,60,0.03716133534908295
696,1,5,61,0.03710813447833061
697,1,5,62,0.04248093068599701
698,1,5,63,0.0492880642414093
699,1,5,64,0.026028988882899284
700,1,5,65,0.014983158558607101
701,1,5,66,0.08895827829837799
702,1,5,67,0.026483314111828804
703,1,5,68,0.029044557362794876
704,1,5,69,0.037510454654693604
705,1,5,70,0.0323987640440464
706,1,5,71,0.030414454638957977
707,1,5,72,0.1326441466808319
708,1,5,73,0.016797320917248726
709,1,5,74,0.04801349341869354
710,1,5,75,0.0265762098133564
711,1,5,76,0.032400667667388916
712,1,5,77,0.02890331670641899
713,1,5,78,0.09363030642271042
714,1,5,79,0.023995088413357735
715,1,5,80,0.03651480749249458
716,1,5,81,3.3695907592773438
717,1,5,82,0.14031082391738892
718,1,5,83,0.03533198684453964
719,1,5,84,0.032868001610040665
720,1,5,85,0.018208537250757217
721,1,5,86,0.011241251602768898
722,1,5,87,0.01801188662648201
723,1,5,88,0.024908006191253662
724,1,5,89,0.09177377820014954
725,1,5,90,0.0209667906165123
726,1,5,91,0.7522646188735962
727,1,5,92,0.01928882859647274
728,1,5,93,0.02165490761399269
729,1,5,94,0.025294117629528046
730,1,5,95,0.016542017459869385
731,1,5,96,0.29381272196769714
732,1,5,97,0.0248229019343853
733,1,5,98,0.057843416929244995
734,1,5,99,0.017333151772618294
735,1,5,100,0.0313510000705719
736,1,5,101,0.01550651341676712
737,1,5,102,0.02030373364686966
738,1,5,103,0.02068156749010086
739,1,5,104,0.0168968103826046
740,1,5,105,0.019040223211050034
741,1,5,106,0.013468444347381592
742,1,5,107,0.018832359462976456
743,1,5,108,0.01771298423409462
744,1,5,109,0.04116090387105942
745,1,5,110,0.013791538774967194
746,1,5,111,0.043865181505680084
747,1,5,112,0.020196188241243362
748,1,5,113,0.011470711790025234
749,1,5,114,0.010112198069691658
750,1,5,115,0.020007232204079628
751,1,5,116,0.014252588152885437
752,1,5,117,0.013874494470655918
753,1,5,118,0.009117677807807922
754,1,5,119,0.011636991053819656
755,1,5,120,0.010159927420318127
756,1,5,121,0.012712962925434113
757,1,5,122,0.01100963819772005
758,1,5,123,0.014123398810625076
759,1,5,124,0.013534121215343475
760,1,5,125,0.018695175647735596
761,1,5,126,0.012630986981093884
762,1,6,0,0.03375279903411865
763,1,6,1,0.04684320092201233
764,1,6,2,0.0737062394618988
765,1,6,3,0.028104223310947418
766,1,6,4,0.03933630883693695
767,1,6,5,0.04606354981660843
768,1,6,6,0.016224611550569534
769,1,6,7,0.02325129322707653
770,1,6,8,0.016776319593191147
771,1,6,9,0.01747727021574974
772,1,6,10,0.014763973653316498
773,1,6,11,0.015752743929624557
774,1,6,12,0.026438824832439423
775,1,6,13,0.01451353169977665
776,1,6,14,0.012342432513833046
777,1,6,15,0.005444246344268322
778,1,6,16,0.0070504844188690186
779,1,6,17,2.0264971256256104
780,1,6,18,0.06496508419513702
781,1,6,19,0.013505982235074043
782,1,6,20,0.008400972001254559
783,1,6,21,0.006539583206176758
784,1,6,22,0.01585356518626213
785,1,6,23,0.009998902678489685
786,1,6,24,0.009909618645906448
787,1,6,25,0.015766099095344543
788,1,6,26,0.012750089168548584
789,1,6,27,0.06741709262132645
790,1,6,28,0.012767698615789413
791,1,6,29,0.02788465842604637
792,1,6,30,0.019909823313355446
793,1,6,31,0.0797790065407753
794,1,6,32,0.035817950963974
795,1,6,33,0.020303094759583473
796,1,6,34,0.03582262247800827
797,1,6,35,0.01920599304139614
798,1,6,36,0.04793960228562355
799,1,6,37,0.012484092265367508
800,1,6,38,0.026951763778924942
801,1,6,39,0.01312413439154625
802,1,6,40,0.039169952273368835
803,1,6,41,0.015045661479234695
804,1,6,42,0.021644186228513718
805,1,6,43,0.014405785128474236
806,1,6,44,1.5322333574295044
807,1,6,45,0.020753875374794006
808,1,6,46,0.010780902579426765
809,1,6,47,0.02134597674012184
810,1,6,48,0.03445309400558472
811,1,6,49,0.009029990062117577
812,1,6,50,0.01730470359325409
813,1,6,51,0.0540231317281723
814,1,6,52,0.03646015375852585
815,1,6,53,0.010333936661481857
816,1,6,54,0.16038239002227783
817,1,6,55,0.02569681592285633
818,1,6,56,3.34480619430542
819,1,6,57,0.026820432394742966
820,1,6,58,0.04239419847726822
