global_epoch,stage_n,epoch_in_stage,loss_epoch
101,1,101,0.05913736915841926
102,1,102,0.06193279176831289
103,1,103,0.06787563781950652
104,1,104,0.06373065439745872
105,1,105,0.06100486942377183
106,1,106,0.06108455908439841
107,1,107,0.058335382516329054
108,1,108,0.059252058698724235
109,1,109,0.0612923856457974
110,1,110,0.05758962482232307
111,1,111,0.06085777244020499
112,1,112,0.059038029967483655
113,1,113,0.056302435195630815
114,1,114,0.056957322861000116
115,1,115,0.056528459025334245
116,1,116,0.05566165961534166
117,1,117,0.06322561707563046
118,1,118,0.0590388874720881
119,1,119,0.05642362905681815
120,1,120,0.057047734626222354
121,1,121,0.052980463138293826
122,1,122,0.05541689070372468
123,1,123,0.05761271094083859
124,1,124,0.05457786350684263
125,1,125,0.05483878766439532
126,1,126,0.059628701640483665
127,1,127,0.05834853138653635
128,1,128,0.051297164974252026
129,1,129,0.05045435554920842
130,1,130,0.05491206153753345
131,1,131,0.04826769245101879
132,1,132,0.04864855649318238
133,1,133,0.05287525905722452
134,1,134,0.053669836517197894
135,1,135,0.058829933176904284
136,1,136,0.05180153812535701
137,1,137,0.052456667040626875
138,1,138,0.053319126911375185
139,1,139,0.049609176886513624
140,1,140,0.04667981577657647
141,1,141,0.04487225021910304
142,1,142,0.04898094968855616
143,1,143,0.051653983729834645
144,1,144,0.04224830946892383
145,1,145,0.04876425370732579
146,1,146,0.044754756917062356
147,1,147,0.04362711851878319
148,1,148,0.04677069488996236
149,1,149,0.042478569239005816
150,2,0,0.15276176848368148
151,2,1,0.07577545468523131
152,2,2,0.06503518989885329
153,2,3,0.06095621448585866
154,2,4,0.05824127529681785
155,2,5,0.05669055909319876
156,2,6,0.05657466351674268
157,2,7,0.06028068101301232
158,2,8,0.06213371057932331
159,2,9,0.053856420686365813
160,2,10,0.05278839938448903
161,2,11,0.054636861309482476
162,2,12,0.05970011317578152
163,2,13,0.05130807099282727
164,2,14,0.049200916779227555
165,2,15,0.06434184251679474
166,2,16,0.051675359434796515
167,2,17,0.06202526894713363
168,2,18,0.04904446062333075
169,2,19,0.052270340789604464
170,2,20,0.055649098965860025
171,2,21,0.0607948536422254
172,2,22,0.05773239972860017
173,2,23,0.051418357812909515
174,2,24,0.06160408419425834
175,2,25,0.0540236345066975
176,2,26,0.04730211866068045
177,2,27,0.046867474412644564
178,2,28,0.047284286050309286
179,2,29,0.06257885206384423
180,2,30,0.05651626081158238
181,2,31,0.06067858318299583
182,2,32,0.04912252912818506
183,2,33,0.048958263862749755
184,2,34,0.051075461009374316
185,2,35,0.05629854657876078
186,2,36,0.04902763957960722
187,2,37,0.05465238911464561
188,2,38,0.048484698674498554
189,2,39,0.05005046694885983
190,2,40,0.054824621907726856
191,2,41,0.04478934960573633
192,2,42,0.04175635634515412
193,2,43,0.048349368635301045
194,2,44,0.045615407220714936
195,2,45,0.04824174067287845
196,2,46,0.044529901580714557
197,2,47,0.047245610157013174
198,2,48,0.04428337115288426
199,2,49,0.04340512682518768
200,2,50,0.05847355818117448
201,2,51,0.044199424555184184
202,2,52,0.04309495870829706
203,2,53,0.04082513969885662
204,2,54,0.038433664247364274
205,2,55,0.04127060290972343
206,2,56,0.06511823572704246
207,2,57,0.05970788875679067
208,2,58,0.041616668261946946
209,2,59,0.041112768197960156
210,2,60,0.03798172543972078
211,2,61,0.04546452367423454
212,2,62,0.0520843139924769
213,2,63,0.041332734740471215
214,2,64,0.036139608073913615
215,2,65,0.04980005106203969
216,2,66,0.05031315088877088
217,2,67,0.044033684138039965
218,2,68,0.039453192243689865
219,2,69,0.0397563666975177
220,2,70,0.03579353974393283
221,2,71,0.0320255117060976
222,2,72,0.031556528667767175
223,2,73,0.045933045845159774
224,2,74,0.04062902516232598
225,2,75,0.04038069663430916
226,2,76,0.03388896451526923
227,2,77,0.04307607674602727
228,2,78,0.03499553130671939
229,2,79,0.0330707843605187
230,2,80,0.04306526226174878
231,2,81,0.033556435966229904
232,2,82,0.03333304219560214
233,2,83,0.03749767096239274
234,2,84,0.032840592838689966
235,2,85,0.03197939964937134
236,2,86,0.03473839631458143
237,2,87,0.04034022674240414
238,2,88,0.03754446548469342
239,2,89,0.037167203074090154
240,2,90,0.030899421195957927
241,2,91,0.027716919337949297
242,2,92,0.028437333153084096
243,2,93,0.034729452120822187
244,2,94,0.04766489026332861
245,2,95,0.030801543427629426
246,2,96,0.02866830587030506
247,2,97,0.03022089782542197
248,2,98,0.03147953670672654
249,2,99,0.028202766627045787
250,2,100,0.025948898706128674
251,2,101,0.03371248594001687
252,2,102,0.032656051028074375
253,2,103,0.03828017583621508
254,2,104,0.045155737081571945
255,2,105,0.04504365581921925
256,2,106,0.028747975853533947
257,2,107,0.03120607264453589
258,2,108,0.02797087864546054
259,2,109,0.02689141118083164
260,2,110,0.029520775391775236
261,2,111,0.025497707578410418
262,2,112,0.031110094115183888
263,2,113,0.035200027990481254
264,2,114,0.031914843669606695
265,2,115,0.03208623116920284
266,2,116,0.027287998248861488
267,2,117,0.030675628383627425
268,2,118,0.029842729051184923
269,2,119,0.027474248891111507
270,2,120,0.02964996177804891
271,2,121,0.027300710832025475
272,2,122,0.025539819646844875
273,2,123,0.0265203579897281
274,2,124,0.025694448172937947
275,2,125,0.024880459487683866
276,2,126,0.03134582028197176
277,2,127,0.022510007403077792
278,2,128,0.024656270294474057
279,2,129,0.05682804485472234
280,2,130,0.06602094005829999
281,2,131,0.0300170589718733
282,2,132,0.04240298315407855
283,2,133,0.02747277251268759
284,2,134,0.029111593034976405
285,2,135,0.02635878886739672
286,2,136,0.025021503443873716
287,2,137,0.022730581896878252
288,2,138,0.021111363720370632
289,2,139,0.024919344860497555
290,2,140,0.02818140100106124
291,2,141,0.02720121966696007
292,2,142,0.02464710288693923
293,2,143,0.02579404514967684
294,2,144,0.028328772112003006
295,2,145,0.060922838791500865
296,2,146,0.03339922757073137
297,2,147,0.0348426957947466
298,2,148,0.02927497305355482
299,2,149,0.023076277106586024
300,4,0,0.050528458006108015
301,4,1,0.06755064278896018
302,4,2,0.06833098335631603
303,4,3,0.0667531921594279
304,4,4,0.06374301556974474
305,4,5,0.04929965305715931
306,4,6,0.04277151661208193
307,4,7,0.04620779466477963
308,4,8,0.04469622603404944
309,4,9,0.03497367868553774
310,4,10,0.0336793862843765
311,4,11,0.03341456396527236
312,4,12,0.03179551201311534
313,4,13,0.03187236099276604
314,4,14,0.03483218348476904
315,4,15,0.042739492713649734
316,4,16,0.048805490677890286
317,4,17,0.036785963259080026
318,4,18,0.03620409843004052
319,4,19,0.028796948218905168
320,4,20,0.026644452578593485
321,4,21,0.11455247127799333
322,4,22,0.16751830743288432
323,4,23,0.09670302176510724
324,4,24,0.07436481361666064
325,4,25,0.09004931515596044
326,4,26,0.06917395612122271
327,4,27,0.05747483059118583
328,4,28,0.059290874325926966
329,4,29,0.05840510959319008
330,4,30,0.04708733548058241
331,4,31,0.04163896778275765
332,4,32,0.037540920511416095
333,4,33,0.03400985826188185
334,4,34,0.041397665136889736
335,4,35,0.03702374314889312
336,4,36,0.033269324156595025
337,4,37,0.03720550515732955
338,4,38,0.03219196082305486
339,4,39,0.03752915672481236
340,4,40,0.03631823106969553
341,4,41,0.03877606876487807
342,4,42,0.040215289742707855
343,4,43,0.036463771528733056
344,4,44,0.03095728261707952
345,4,45,0.03284245640255775
346,4,46,0.0356775502670615
347,4,47,0.025870126404425525
348,4,48,0.02286297956474243
349,4,49,0.02879793131833999
350,4,50,0.02692044615895876
351,4,51,0.02673575746841494
352,4,52,0.027749891884214298
353,4,53,0.03942419389468126
354,4,54,0.03843824676142668
355,4,55,0.024827629036277415
356,4,56,0.019194438108921373
357,4,57,0.02619594326756132
358,4,58,0.020505446850828182
359,4,59,0.024704877731727626
360,4,60,0.023400582650889033
361,4,61,0.028592091728383163
362,4,62,0.02362945169764094
363,4,63,0.02220665628097834
364,4,64,0.022342445242207673
365,4,65,0.023872950656053528
366,4,66,0.02101467085239573
367,4,67,0.02464996984569488
368,4,68,0.024023696730705344
369,4,69,0.023939564404275825
370,4,70,0.022711687433482036
371,4,71,0.017433189338725792
372,4,72,0.017082186482249077
373,4,73,0.021646614903290794
374,4,74,0.040937395166884376
375,4,75,0.019726582763415917
376,4,76,0.021263029688499926
377,4,77,0.022326997867198734
378,4,78,0.027467861297672366
379,4,79,0.017866447666938616
380,4,80,0.016214172284331495
381,4,81,0.018488622092693224
382,4,82,0.015802897826867456
383,4,83,0.016711809277336488
384,4,84,0.01475926379097523
385,4,85,0.014520262584354229
386,4,86,0.01566410449005326
387,4,87,0.018053010515831996
388,4,88,0.033062551628915575
389,4,89,0.06406741294877853
390,4,90,0.04087757238821222
391,4,91,0.023778148327759784
392,4,92,0.020166824098793775
393,4,93,0.019411441484121533
394,4,94,0.020241096797747552
395,4,95,0.02624929765162359
396,4,96,0.01833257549185687
397,4,97,0.017470337326297405
398,4,98,0.013857392206243569
399,4,99,0.017340806545231374
400,4,100,0.013382892456184339
401,4,101,0.012351809328240452
402,4,102,0.015631354770505815
403,4,103,0.015312417369522888
404,4,104,0.016478953862885438
405,4,105,0.014475004207599527
406,4,106,0.013292979014538757
407,4,107,0.01626294843351109
408,4,108,0.019729574906225428
409,4,109,0.015075663730958623
410,4,110,0.01386415633129132
411,4,111,0.01615112064237611
412,4,112,0.018382661308594575
413,4,113,0.05003411329615363
414,4,114,0.04525423473055203
415,4,115,0.021189390546935572
416,4,116,0.03509184919933855
417,4,117,0.019610625998791688
418,4,118,0.014446507988581948
419,4,119,0.018450283598957774
420,4,120,0.01611469667514889
421,4,121,0.016031372295344234
422,4,122,0.012542388893482385
423,4,123,0.010461485042011248
424,4,124,0.01042819065825581
425,4,125,0.011147491333228865
426,4,126,0.01090835745118221
427,4,127,0.014432650328041825
428,4,128,0.014361566062567492
429,4,129,0.01922549430269924
430,4,130,0.011543187269698975
431,4,131,0.015419137381809198
432,4,132,0.012215971596324524
433,4,133,0.014990112770854781
434,4,134,0.0171175807422049
435,4,135,0.02127059994175605
436,4,136,0.01809412055130036
437,4,137,0.018580521191983654
438,4,138,0.01709193106709547
439,4,139,0.01134571543570212
440,4,140,0.01135274336932733
441,4,141,0.011062468668376279
442,4,142,0.011921502057853426
443,4,143,0.010492013839777471
444,4,144,0.009713994451857165
445,4,145,0.011109195732352082
446,4,146,0.011360549088842492
447,4,147,0.022055084178660533
448,4,148,0.01495073436746579
449,4,149,0.012700238915922956
450,8,0,0.10248602220722598
451,8,1,0.08163401248358836
452,8,2,0.06908710016575678
453,8,3,0.06947504035123866
454,8,4,0.06850337377368054
455,8,5,0.04093214067241808
456,8,6,0.09216021227569679
457,8,7,0.061080550767598656
458,8,8,0.044744798391104096
459,8,9,0.04900521253910297
460,8,10,0.03144980944403425
461,8,11,0.03570631797623446
462,8,12,0.03146908733825104
463,8,13,0.17453898750813898
464,8,14,0.16684079092494616
465,8,15,0.1359365993861373
466,8,16,0.12640454421391872
467,8,17,0.1121468767743763
468,8,18,0.1121011789279484
469,8,19,0.11025008481494554
470,8,20,0.10161818266024916
471,8,21,0.10257672528024968
472,8,22,0.09604961011837435
473,8,23,0.09707742865659355
474,8,24,0.0953493333700311
475,8,25,0.09386073080932825
476,8,26,0.09110299047397992
477,8,27,0.08937393191021199
478,8,28,0.08084898185732914
479,8,29,0.07691266488533204
480,8,30,0.07355478881513626
481,8,31,0.07553928405024463
482,8,32,0.0770255934399384
483,8,33,0.06883647148570735
484,8,34,0.062266446543696126
485,8,35,0.05888199664865012
486,8,36,0.05842120310210982
487,8,37,0.07779353861623686
488,8,38,0.062402498404180086
489,8,39,0.0629477503408832
490,8,40,0.04985191390160325
491,8,41,0.05490228077066754
492,8,42,0.049951991255167784
493,8,43,0.049322486734091064
494,8,44,0.04569782193302815
495,8,45,0.04974127906524965
496,8,46,0.03899052710452036
497,8,47,0.041281866665020234
498,8,48,0.07164406550380834
499,8,49,0.05395908659236051
500,8,50,0.043781693225477154
501,8,51,0.04170711620850122
502,8,52,0.03783532704674001
503,8,53,0.035643235688633104
504,8,54,0.03574376853868571
505,8,55,0.04644381382143286
506,8,56,0.05012325118992507
507,8,57,0.04103927295765011
508,8,58,0.051977995071765475
509,8,59,0.032466317567329005
510,8,60,0.03491745329201661
511,8,61,0.03215066455377955
512,8,62,0.03252846467415032
513,8,63,0.04257012407412738
514,8,64,0.05663033228231902
515,8,65,0.03941973085115539
516,8,66,0.03788683434130668
517,8,67,0.03254335609312338
518,8,68,0.030963880130031155
519,8,69,0.0355669462450186
520,8,70,0.042515851719502916
521,8,71,0.034068740818165535
522,8,72,0.03510630410531257
523,8,73,0.027764490117157595
524,8,74,0.02847488580627264
525,8,75,0.032708485416452014
526,8,76,0.05068461586882573
527,8,77,0.04389990271091109
528,8,78,0.049983704946641845
529,8,79,0.034957731577135095
530,8,80,0.029572231832554374
531,8,81,0.030668148651763094
532,8,82,0.02754026021181393
533,8,83,0.024454893650648398
534,8,84,0.023396689053368204
535,8,85,0.029254998658842398
536,8,86,0.02311770138367424
537,8,87,0.030648200953283942
538,8,88,0.032549959266426294
539,8,89,0.029845519069266895
540,8,90,0.021528016704805635
541,8,91,0.027796491286644024
542,8,92,0.02744635800449691
543,8,93,0.027733693744503254
544,8,94,0.025839758551987547
545,8,95,0.027576745879161722
546,8,96,0.02672627409113439
547,8,97,0.026556575336258888
548,8,98,0.027267023041023044
549,8,99,0.025345497417234353
550,8,100,0.02612544558153994
551,8,101,0.024039303741828486
552,8,102,0.03044661914739083
553,8,103,0.03186718473489594
554,8,104,0.03176284781345496
555,8,105,0.028765292386304382
556,8,106,0.0236733469105597
557,8,107,0.02165912526639501
558,8,108,0.017935047571924993
559,8,109,0.03031230921303399
560,8,110,0.04452349179915673
561,8,111,0.0439426411350265
562,8,112,0.025614363733517723
563,8,113,0.018534434760378044
564,8,114,0.01865797460273524
565,8,115,0.016170878508256558
566,8,116,0.025203981285082454
567,8,117,0.019914845235675105
568,8,118,0.02425311662909377
569,8,119,0.02969482002365513
570,8,120,0.01882130633232983
571,8,121,0.020201981634609255
572,8,122,0.01890847692861933
573,8,123,0.014672241623762731
574,8,124,0.016667170584381476
575,8,125,0.0212118718796043
576,8,126,0.01841746382992788
577,8,127,0.021771791725654126
578,8,128,0.33622279555049145
579,8,129,0.23338033305847738
580,8,130,0.14762001116503412
581,8,131,0.10705703276935524
582,8,132,0.09413341331610998
583,8,133,0.06347554867104517
584,8,134,0.05150492167408307
585,8,135,0.06513093044893362
586,8,136,0.0610892130501979
587,8,137,0.044187332965492265
588,8,138,0.051604656179941547
589,8,139,0.052187055019353785
590,8,140,0.039101027344595495
591,8,141,0.029274826037044836
592,8,142,0.029957269182736713
593,8,143,0.0845219716539709
594,8,144,0.07477353566406866
595,8,145,0.03571773233537481
596,8,146,0.032120896763659604
597,8,147,0.02509609504793514
598,8,148,0.024628622519717678
599,8,149,0.025723161922005102
