global_epoch,stage_n,epoch_in_stage,loss_epoch
215,1,215,0.04909749762168758
216,1,216,0.05432197164873287
217,1,217,0.04515568706233353
218,1,218,0.061178332583040174
219,1,219,0.0510885540415984
220,1,220,0.04793249155591184
221,1,221,0.047485944872732944
222,1,222,0.051753958701738156
223,1,223,0.05080125729136853
224,1,224,0.05435392589174626
225,1,225,0.04977352361379417
226,1,226,0.045199150685675704
227,1,227,0.05357947251536643
228,1,228,0.05027888253675883
229,1,229,0.05666432615089434
230,1,230,0.046850946168888186
231,1,231,0.04602665317065657
232,1,232,0.05178287114176783
233,1,233,0.043114269238685665
234,1,234,0.039964891907175115
235,1,235,0.04204748163772365
236,1,236,0.04385494629536879
237,1,237,0.05086416783365166
238,1,238,0.042103227190182224
239,1,239,0.05501157767366749
240,1,240,0.04757501293488531
241,1,241,0.03990801411055145
242,1,242,0.042355378049023784
243,1,243,0.05548305929369235
244,1,244,0.04878536303999681
245,1,245,0.05001715710704957
246,1,246,0.041772459096591774
247,1,247,0.04523639310696126
248,1,248,0.04721247252609828
249,1,249,0.040163326180845615
250,1,250,0.04062689960642274
251,1,251,0.052310281024347205
252,1,252,0.06608319353790648
253,1,253,0.05002505942911739
254,1,254,0.05437414882862868
255,1,255,0.04325828205560356
256,1,256,0.038661452056203416
257,1,257,0.03728577442655023
258,1,258,0.0380397907566703
259,1,259,0.03972020039691415
260,1,260,0.042715800958831096
261,1,261,0.04228129965235894
262,1,262,0.049301403307708824
263,1,263,0.03983800630248879
264,1,264,0.037807882212746335
265,1,265,0.04563676592169941
266,1,266,0.041908672104455036
267,1,267,0.03779887452901676
268,1,268,0.03777206823110646
269,1,269,0.03949666584003353
270,1,270,0.038593809558278735
271,1,271,0.05100380080125433
272,1,272,0.0442156680574044
273,1,273,0.03674213297199458
274,1,274,0.044838794562110706
275,1,275,0.03671020937531466
276,1,276,0.037462057810444094
277,1,277,0.045461273577984684
278,1,278,0.03921370390798984
279,1,279,0.0380253030032236
280,1,280,0.041073328749121174
281,1,281,0.03753142037157886
282,1,282,0.03803340756348916
283,1,283,0.03456828099604081
284,1,284,0.034878442071658355
285,1,285,0.03409916861846796
286,1,286,0.03866430551852318
287,1,287,0.04276808312999947
288,1,288,0.039261956230348005
289,1,289,0.047839933474506324
290,1,290,0.03976632628564403
291,1,291,0.03850640185191878
292,1,292,0.037094909885354355
293,1,293,0.034942528045803556
294,1,294,0.033875381114057745
295,1,295,0.033250214010422496
296,1,296,0.035166916530783965
297,1,297,0.03900068590075989
298,1,298,0.039043777967435744
299,1,299,0.035486167154545
300,1,300,0.03566215457021826
301,1,301,0.03577053470780811
302,1,302,0.032513591915062534
303,1,303,0.03766769661012859
304,1,304,0.03775639393666097
305,1,305,0.032331232876344984
306,1,306,0.0336116351122655
307,1,307,0.030755542302244976
308,1,308,0.03222504096697776
309,1,309,0.0444629472295901
310,1,310,0.039535971510076706
311,1,311,0.03530038781764233
312,1,312,0.03957418792174394
313,1,313,0.028674114452201138
314,1,314,0.0344477521260842
315,1,315,0.03322392598738588
316,1,316,0.03176770062941614
317,1,317,0.030704888202080838
318,1,318,0.027571203341949513
319,1,319,0.036845245465883636
320,1,320,0.03479392626763911
321,1,321,0.03575339251324294
322,1,322,0.037817607018951094
323,1,323,0.039205661107416745
324,1,324,0.028983524106479308
325,1,325,0.027491312493339137
326,1,326,0.030713466247107135
327,1,327,0.029850728565861573
328,1,328,0.028875230033008847
329,1,329,0.034150959399539715
330,1,330,0.03592827074271554
331,1,331,0.03767858494848042
332,1,332,0.031903498132123786
333,1,333,0.026286299609182606
334,1,334,0.02929794080728243
335,1,335,0.02406560148324388
336,1,336,0.03971642714122936
337,1,337,0.0393323846851672
338,1,338,0.034934249004436424
339,1,339,0.02674627862734269
340,1,340,0.025962126366152916
341,1,341,0.024364992562141197
342,1,342,0.025687259800520224
343,1,343,0.0249950191272319
344,1,344,0.025579147592907248
345,1,345,0.02493717812012619
346,1,346,0.023939577549754176
347,1,347,0.024592533362692848
348,1,348,0.026400372508760483
349,1,349,0.06477925875105939
350,1,350,0.04588151981283772
351,1,351,0.041783834833950095
352,1,352,0.030046019336168683
353,1,353,0.02372658237277392
354,1,354,0.02153922118202445
355,1,355,0.022959116226502374
356,1,356,0.02266286318922539
357,1,357,0.023226292359709078
358,1,358,0.022368934191035805
359,1,359,0.021327152026401563
360,1,360,0.02476745456874596
361,1,361,0.032921246388923464
362,1,362,0.03477338371249061
363,1,363,0.0336207016980552
364,1,364,0.023496702945976722
365,1,365,0.023507569162347863
366,1,366,0.020434576239722446
367,1,367,0.022085888912101836
368,1,368,0.023412307114085706
369,1,369,0.018787759208180432
370,1,370,0.01759392611035082
371,1,371,0.02057862989909154
372,1,372,0.021551514846692044
373,1,373,0.02359878048525843
374,1,374,0.030510065978432976
375,1,375,0.019503375631529707
376,1,376,0.02126919639897551
377,1,377,0.025166907258153515
378,1,378,0.01855600941303237
379,1,379,0.021108622335532345
380,1,380,0.023547009448066092
381,1,381,0.023842935497214057
382,1,382,0.01965733082283805
383,1,383,0.024972204717187196
384,1,384,0.02752433552700495
385,1,385,0.018746697735082307
386,1,386,0.027887398402299368
387,1,387,0.031210818009753893
388,1,388,0.020689357054834545
389,1,389,0.01881113907393228
390,1,390,0.01652570794311714
391,1,391,0.016919855630590064
392,1,392,0.017575265685763952
393,1,393,0.017664110284158596
394,1,394,0.018545903322319646
395,1,395,0.018659177844142505
396,1,396,0.03359578381923711
397,1,397,0.029455863703788054
398,1,398,0.022185671072179503
399,1,399,0.016994017998399613
400,1,400,0.017582194986516697
401,1,401,0.017180194974116603
402,1,402,0.01900211077008862
403,1,403,0.017541201763947356
404,1,404,0.022080058252072376
405,1,405,0.01960436545664379
406,1,406,0.016726969394426305
407,1,407,0.018223753008783206
408,1,408,0.01707630438943397
409,1,409,0.01940086098863958
410,1,410,0.024101579924717953
411,1,411,0.01701368304998141
412,1,412,0.01811490394447901
413,1,413,0.018321645877335868
414,1,414,0.023110146755584537
415,1,415,0.022138682195873116
416,1,416,0.015383111075095712
417,1,417,0.016085497932067483
418,1,418,0.017568712509842044
419,1,419,0.017404607963158014
420,1,420,0.014120411863245863
421,1,421,0.0175959468539304
422,1,422,0.020042524412701823
423,1,423,0.020876834152659285
424,1,424,0.017055632946380683
425,1,425,0.028141756493596404
426,1,426,0.04517088903594413
427,1,427,0.02077954112411362
428,1,428,0.017582066844283872
429,1,429,0.015502563296990957
430,1,430,0.013151206704208107
431,1,431,0.014521875730792999
432,1,432,0.014147464395819043
433,1,433,0.012747428571117325
434,1,434,0.014260117871117473
435,1,435,0.01513006367588332
436,1,436,0.019507842481289117
437,1,437,0.028490250506365555
438,1,438,0.01871576286225718
439,1,439,0.022384951706044376
440,1,440,0.018055793039934542
441,1,441,0.014180812189465541
442,1,442,0.01408302134495898
443,1,443,0.015946698637094414
444,1,444,0.01668698849471184
445,1,445,0.015588425077794454
446,1,446,0.011556828844959455
447,1,447,0.011560818486032076
448,1,448,0.012895041846775257
449,1,449,0.01693512477800141
450,1,450,0.015612545746080286
451,1,451,0.015137652265991619
452,1,452,0.016102371738156762
453,1,453,0.01454831660646505
454,1,454,0.017595887562720236
455,1,455,0.024883792332275334
456,1,456,0.031818376175124286
457,1,457,0.017865068477476598
458,1,458,0.014073257777340586
459,1,459,0.012582014595068358
460,1,460,0.012258163504725417
461,1,461,0.013001485078802943
462,1,462,0.013951906421311833
463,1,463,0.014955542985148895
464,1,464,0.013701687983939337
465,1,465,0.014706186122737108
466,1,466,0.014807207234980524
467,1,467,0.01430600362880341
468,1,468,0.014008202103298117
469,1,469,0.016897140954711176
470,1,470,0.01579880177769155
471,1,471,0.01835653282068961
472,1,472,0.011735895350739156
473,1,473,0.014747014042086448
474,1,474,0.02054573976533902
475,1,475,0.015501964071063412
476,1,476,0.011337225520207994
477,1,477,0.015061764748509177
478,1,478,0.0103699109119475
479,1,479,0.012790875592827433
480,1,480,0.015254570419074298
481,1,481,0.011001905866237394
482,1,482,0.011814346750043114
483,1,483,0.011771469085601893
484,1,484,0.01185045079722613
485,1,485,0.01608990640056618
486,1,486,0.014714933476398073
487,1,487,0.011949337559371997
488,1,488,0.013237005851806316
489,1,489,0.013308410928175363
490,1,490,0.012863594626196573
491,1,491,0.013800953300346919
492,1,492,0.012756827210694155
493,1,493,0.010246720944110166
494,1,494,0.014215062363746256
495,1,495,0.012374081077950905
496,1,496,0.012208024940889572
497,1,497,0.013577124563767029
498,1,498,0.016803983044837878
499,1,499,0.0127621393426125
500,1,500,0.010365345930495096
501,1,501,0.013228047139591581
502,1,502,0.014048550748384514
503,1,503,0.009924858867918829
504,1,504,0.011213551034870761
505,1,505,0.012032015365321058
506,1,506,0.01348970245669534
507,1,507,0.014635726405231253
508,1,508,0.013038298532819681
509,1,509,0.009290801598638154
510,1,510,0.011306727422891072
511,1,511,0.008735514909346875
512,1,512,0.008473273144147697
513,1,513,0.008370537291796154
514,1,514,0.008826427842677731
515,1,515,0.010582766163906854
516,1,516,0.014563722948992108
517,1,517,0.01576440845514071
518,1,518,0.012080465613053093
519,1,519,0.013413862028983203
520,1,520,0.01340010259536939
521,1,521,0.015364375909030059
522,1,522,0.01002295025807598
523,1,523,0.00840782010715202
524,1,524,0.00976260736229051
525,1,525,0.009278801659093006
526,1,526,0.009806226640989735
527,1,527,0.008897398007093216
528,1,528,0.011412497131686905
529,1,529,0.011912843953723495
530,1,530,0.009038770670031226
531,1,531,0.008352154424812852
532,1,532,0.01029956881131966
533,1,533,0.011303642800157832
534,1,534,0.011519919074771678
535,1,535,0.012732423986562935
536,1,536,0.010184735787220234
537,1,537,0.011495031063589067
538,1,538,0.008699349020616864
539,1,539,0.011229199117650523
540,1,540,0.01138301489083915
541,1,541,0.012580818728224585
542,1,542,0.009829481541203222
543,1,543,0.011057350763053364
544,1,544,0.009435183019320448
545,1,545,0.008590736205064786
546,1,546,0.010281530815291262
547,1,547,0.011099311713337556
548,1,548,0.01234681090943468
549,1,549,0.008534898820613535
550,1,550,0.009374113732008027
551,1,551,0.009547593894808415
552,1,552,0.008581503758819053
553,1,553,0.012293935797288214
554,1,554,0.009686454131184519
555,1,555,0.014786596558224119
556,1,556,0.007880858916678335
557,1,557,0.00878992940076273
558,1,558,0.007612307941087693
559,1,559,0.007979380283529736
560,1,560,0.010997581539527346
561,1,561,0.009139462614484728
562,1,562,0.009973011991348812
563,1,563,0.011533465334139237
564,1,564,0.007290874367129163
565,1,565,0.00693448408878794
566,1,566,0.0122726446179513
567,1,567,0.008245261900924561
568,1,568,0.008267848276091172
569,1,569,0.008773929103767841
570,1,570,0.0089540484636359
571,1,571,0.011810865033908158
572,1,572,0.007849707274544926
573,1,573,0.01091936391424042
574,1,574,0.00789436720657477
575,1,575,0.011823551277871047
576,1,576,0.00970368334401428
577,1,577,0.007578135651840512
578,1,578,0.009763603311625957
579,1,579,0.007015612106499702
580,1,580,0.00810456385283942
581,1,581,0.007431323505443288
582,1,582,0.006827264038179237
583,1,583,0.008958028351912617
584,1,584,0.013655766115050483
585,1,585,0.009150657123427663
586,1,586,0.010814653705779165
587,1,587,0.01099725700368026
588,1,588,0.008214585032760624
589,1,589,0.009813892704585214
590,1,590,0.00790746248060259
591,1,591,0.007197926860669668
592,1,592,0.006274699167761355
593,1,593,0.005699853912233266
594,1,594,0.006717901906995394
595,1,595,0.006359716833060247
596,1,596,0.007030582913387207
597,1,597,0.008937707091320135
598,1,598,0.011628849544194964
599,1,599,0.011017448371603678
