global_batch,stage_n,epoch_in_stage,batch_idx,loss_batch
414,1,3,30,0.1448499858379364
415,1,3,31,0.30004796385765076
416,1,3,32,0.0590558722615242
417,1,3,33,0.4688648581504822
418,1,3,34,0.1238182783126831
419,1,3,35,0.14573484659194946
420,1,3,36,0.15224020183086395
421,1,3,37,0.0834939032793045
422,1,3,38,0.17035908997058868
423,1,3,39,0.06034907326102257
424,1,3,40,0.12088152766227722
425,1,3,41,0.13891470432281494
426,1,3,42,0.22039875388145447
427,1,3,43,0.12055163085460663
428,1,3,44,0.11006481945514679
429,1,3,45,0.08623363077640533
430,1,3,46,0.39079195261001587
431,1,3,47,0.2328442484140396
432,1,3,48,0.06541646271944046
433,1,3,49,0.10780464857816696
434,1,3,50,0.2417813092470169
435,1,3,51,0.07550795376300812
436,1,3,52,0.18127405643463135
437,1,3,53,0.2592197060585022
438,1,3,54,3.138197422027588
439,1,3,55,0.20007699728012085
440,1,3,56,0.18690282106399536
441,1,3,57,0.11349857598543167
442,1,3,58,0.10792592167854309
443,1,3,59,0.07791072130203247
444,1,3,60,0.10632124543190002
445,1,3,61,0.15193672478199005
446,1,3,62,0.1478346586227417
447,1,3,63,0.087702676653862
448,1,3,64,1.0542646646499634
449,1,3,65,0.04934602230787277
450,1,3,66,0.08582939207553864
451,1,3,67,0.15804743766784668
452,1,3,68,0.2218274176120758
453,1,3,69,0.11718733608722687
454,1,3,70,0.09723226726055145
455,1,3,71,0.07209347188472748
456,1,3,72,0.10766671597957611
457,1,3,73,1.0068714618682861
458,1,3,74,0.11241361498832703
459,1,3,75,0.13507318496704102
460,1,3,76,0.10806100070476532
461,1,3,77,0.13112014532089233
462,1,3,78,0.1500648558139801
463,1,3,79,0.24115778505802155
464,1,3,80,0.06263930350542068
465,1,3,81,0.15780109167099
466,1,3,82,0.20781324803829193
467,1,3,83,0.16651028394699097
468,1,3,84,1.9967236518859863
469,1,3,85,0.2388710081577301
470,1,3,86,0.18939507007598877
471,1,3,87,0.19193997979164124
472,1,3,88,0.1639404594898224
473,1,3,89,0.1200656145811081
474,1,3,90,0.11897963285446167
475,1,3,91,0.10980488359928131
476,1,3,92,0.06157052516937256
477,1,3,93,0.14713802933692932
478,1,3,94,0.12992288172245026
479,1,3,95,0.5641709566116333
480,1,3,96,0.1202707290649414
481,1,3,97,0.13364645838737488
482,1,3,98,0.08732951432466507
483,1,3,99,0.07523886859416962
484,1,3,100,0.057200849056243896
485,1,3,101,0.07671458274126053
486,1,3,102,0.06448018550872803
487,1,3,103,0.10699743777513504
488,1,3,104,0.1497167944908142
489,1,3,105,0.0714072585105896
490,1,3,106,0.06791945546865463
491,1,3,107,0.04756864532828331
492,1,3,108,0.05124356597661972
493,1,3,109,0.08151565492153168
494,1,3,110,0.051093216985464096
495,1,3,111,0.045233435928821564
496,1,3,112,0.04915786534547806
497,1,3,113,0.35853374004364014
498,1,3,114,0.12920573353767395
499,1,3,115,0.05881841480731964
500,1,3,116,0.05169341713190079
501,1,3,117,0.08821628987789154
502,1,3,118,0.03499598056077957
503,1,3,119,0.11029104888439178
504,1,3,120,0.05049891769886017
505,1,3,121,0.06941261142492294
506,1,3,122,0.10540395975112915
507,1,3,123,0.04365614056587219
508,1,3,124,0.0890963226556778
509,1,3,125,1.594254493713379
510,1,3,126,0.09738636016845703
511,1,3,127,0.2285458743572235
512,1,4,0,0.1154387891292572
513,1,4,1,0.06377990543842316
514,1,4,2,0.12116114795207977
515,1,4,3,0.027791395783424377
516,1,4,4,0.061808839440345764
517,1,4,5,0.1910841315984726
518,1,4,6,0.07278363406658173
519,1,4,7,0.09117493033409119
520,1,4,8,0.04623238742351532
521,1,4,9,0.11936631798744202
522,1,4,10,0.07414771616458893
523,1,4,11,0.1132114827632904
524,1,4,12,0.024914629757404327
525,1,4,13,0.08461342751979828
526,1,4,14,0.09627806395292282
527,1,4,15,0.08418405055999756
528,1,4,16,0.046782925724983215
529,1,4,17,0.06598899513483047
530,1,4,18,0.5328541398048401
531,1,4,19,0.15133625268936157
532,1,4,20,0.055596888065338135
533,1,4,21,0.06543800234794617
534,1,4,22,0.09514619410037994
535,1,4,23,0.03733314201235771
536,1,4,24,0.03566393256187439
537,1,4,25,0.0886654406785965
538,1,4,26,0.07510954141616821
539,1,4,27,0.045710623264312744
540,1,4,28,0.034182168543338776
541,1,4,29,0.10027194023132324
542,1,4,30,0.056655898690223694
543,1,4,31,0.09547256678342819
544,1,4,32,0.023031320422887802
545,1,4,33,0.05605150759220123
546,1,4,34,0.036705829203128815
547,1,4,35,0.034974727779626846
548,1,4,36,0.04498321935534477
549,1,4,37,0.05724889039993286
550,1,4,38,0.02743767574429512
551,1,4,39,0.09876017272472382
552,1,4,40,0.043026894330978394
553,1,4,41,0.03728187829256058
554,1,4,42,0.029971249401569366
555,1,4,43,0.06864380836486816
556,1,4,44,0.02482473850250244
557,1,4,45,0.10762601345777512
558,1,4,46,0.03450373560190201
559,1,4,47,0.03187301754951477
560,1,4,48,0.10344381630420685
561,1,4,49,0.03537941351532936
562,1,4,50,0.015922117978334427
563,1,4,51,0.09056505560874939
564,1,4,52,0.22936922311782837
565,1,4,53,0.04407479614019394
566,1,4,54,0.07081694900989532
567,1,4,55,0.06572825461626053
568,1,4,56,0.05606456845998764
569,1,4,57,0.03247852623462677
570,1,4,58,0.11522048711776733
571,1,4,59,0.08128004521131516
572,1,4,60,0.06308821588754654
573,1,4,61,1.263474702835083
574,1,4,62,0.09094971418380737
575,1,4,63,0.07968874275684357
576,1,4,64,0.0706341490149498
577,1,4,65,3.1715173721313477
578,1,4,66,0.14242208003997803
579,1,4,67,0.7786026000976562
580,1,4,68,0.01794739067554474
581,1,4,69,0.03918067738413811
582,1,4,70,0.047719135880470276
583,1,4,71,0.022211449220776558
584,1,4,72,0.03124927170574665
585,1,4,73,0.07912321388721466
586,1,4,74,0.039759643375873566
587,1,4,75,0.042804181575775146
588,1,4,76,0.04079252481460571
589,1,4,77,0.06071746349334717
590,1,4,78,0.18328343331813812
591,1,4,79,0.09143427759408951
592,1,4,80,0.06289944797754288
593,1,4,81,0.05267145484685898
594,1,4,82,0.09329783916473389
595,1,4,83,1.543649673461914
596,1,4,84,0.0351409837603569
597,1,4,85,0.023178765550255775
598,1,4,86,0.02064300701022148
599,1,4,87,0.06550300121307373
600,1,4,88,0.03620697557926178
601,1,4,89,0.044478192925453186
602,1,4,90,0.07054825127124786
603,1,4,91,0.014310353435575962
604,1,4,92,0.06439509987831116
605,1,4,93,0.0666087418794632
606,1,4,94,0.09044797718524933
607,1,4,95,0.038771264255046844
608,1,4,96,0.029316939413547516
609,1,4,97,0.1489904671907425
610,1,4,98,0.04174846410751343
611,1,4,99,0.06424793601036072
612,1,4,100,0.09148083627223969
613,1,4,101,0.03299218416213989
614,1,4,102,0.03258257359266281
615,1,4,103,0.04636424779891968
616,1,4,104,0.029443934559822083
617,1,4,105,0.025402629747986794
618,1,4,106,0.0260222926735878
619,1,4,107,2.016871929168701
620,1,4,108,0.04579932242631912
621,1,4,109,0.13539499044418335
622,1,4,110,0.01702527329325676
623,1,4,111,0.018976323306560516
624,1,4,112,0.06723146140575409
625,1,4,113,0.06058087199926376
626,1,4,114,0.03546849638223648
627,1,4,115,0.023252997547388077
628,1,4,116,0.06782461702823639
629,1,4,117,0.036029137670993805
630,1,4,118,0.04177100211381912
631,1,4,119,0.08815159648656845
632,1,4,120,0.048758964985609055
633,1,4,121,0.06402124464511871
634,1,4,122,0.03560148552060127
635,1,4,123,0.048052817583084106
636,1,4,124,0.05977290868759155
637,1,4,125,0.023528704419732094
638,1,4,126,0.08351202309131622
639,1,4,127,0.0943753570318222
640,1,5,0,0.1378428339958191
641,1,5,1,0.07470279932022095
642,1,5,2,0.14630970358848572
643,1,5,3,0.04357895255088806
644,1,5,4,0.028621278703212738
645,1,5,5,0.12276902794837952
646,1,5,6,0.04630259424448013
647,1,5,7,0.043431252241134644
648,1,5,8,0.09452378749847412
649,1,5,9,0.06156906113028526
650,1,5,10,0.03943110257387161
651,1,5,11,0.034754399210214615
652,1,5,12,0.026255495846271515
653,1,5,13,0.04627144709229469
654,1,5,14,0.02170441672205925
655,1,5,15,0.03738316893577576
656,1,5,16,0.020032409578561783
657,1,5,17,3.1228535175323486
658,1,5,18,0.03058725968003273
659,1,5,19,0.011546354740858078
660,1,5,20,0.05600065365433693
661,1,5,21,0.03919004276394844
662,1,5,22,0.04186876863241196
663,1,5,23,0.048257939517498016
664,1,5,24,0.02782362326979637
665,1,5,25,0.023586975410580635
666,1,5,26,0.9467533826828003
667,1,5,27,0.024016208946704865
668,1,5,28,0.35197925567626953
669,1,5,29,0.010648896917700768
670,1,5,30,0.02496372163295746
671,1,5,31,0.018288418650627136
672,1,5,32,0.02055739425122738
673,1,5,33,0.012062568217515945
674,1,5,34,0.025112949311733246
675,1,5,35,0.04704028367996216
676,1,5,36,0.13170942664146423
677,1,5,37,0.19331780076026917
678,1,5,38,0.08512114733457565
679,1,5,39,0.03709036111831665
680,1,5,40,0.03407515585422516
681,1,5,41,0.06547506153583527
682,1,5,42,0.019752318039536476
683,1,5,43,0.051185332238674164
684,1,5,44,0.09769774973392487
685,1,5,45,0.09747949242591858
686,1,5,46,0.07602696865797043
687,1,5,47,0.06180784851312637
688,1,5,48,0.045974474400281906
689,1,5,49,0.04952892288565636
690,1,5,50,0.049742065370082855
691,1,5,51,0.048194680362939835
692,1,5,52,0.02357557788491249
693,1,5,53,0.04310618340969086
694,1,5,54,0.03834240883588791
695,1,5,55,0.7988371849060059
696,1,5,56,0.021640371531248093
697,1,5,57,0.019666120409965515
698,1,5,58,0.04423723369836807
699,1,5,59,0.033170830458402634
700,1,5,60,0.024056311696767807
701,1,5,61,0.0404304563999176
702,1,5,62,0.0425163097679615
703,1,5,63,0.060233596712350845
704,1,5,64,0.07094377279281616
705,1,5,65,0.03627756983041763
706,1,5,66,0.04835696890950203
707,1,5,67,0.03472282364964485
708,1,5,68,0.47768542170524597
709,1,5,69,0.05741875246167183
710,1,5,70,0.0796094536781311
711,1,5,71,0.02110183984041214
712,1,5,72,0.05880115553736687
713,1,5,73,0.03267785161733627
714,1,5,74,0.03438097983598709
715,1,5,75,0.016881465911865234
716,1,5,76,0.027590742334723473
717,1,5,77,0.05678587406873703
718,1,5,78,0.02219601720571518
719,1,5,79,0.050826333463191986
720,1,5,80,0.022424470633268356
721,1,5,81,0.14772124588489532
722,1,5,82,2.139192581176758
723,1,5,83,0.13876712322235107
724,1,5,84,0.03814772143959999
725,1,5,85,0.03314153477549553
726,1,5,86,0.07082050293684006
727,1,5,87,0.04399128630757332
728,1,5,88,0.01853695884346962
729,1,5,89,0.053215980529785156
730,1,5,90,0.04874429106712341
731,1,5,91,0.05459574982523918
732,1,5,92,0.048436954617500305
733,1,5,93,0.04762602970004082
734,1,5,94,0.034302905201911926
735,1,5,95,0.05487056076526642
736,1,5,96,0.050818730145692825
737,1,5,97,0.040469393134117126
738,1,5,98,1.5213195085525513
739,1,5,99,0.03972340375185013
740,1,5,100,0.039310142397880554
741,1,5,101,0.07095281779766083
742,1,5,102,0.03951237350702286
743,1,5,103,0.04195774719119072
744,1,5,104,0.024098776280879974
745,1,5,105,0.053247589617967606
746,1,5,106,0.07013078033924103
747,1,5,107,0.024314498528838158
748,1,5,108,0.04351947456598282
749,1,5,109,0.01930711418390274
750,1,5,110,0.03784840553998947
751,1,5,111,0.04442112520337105
752,1,5,112,0.026336535811424255
753,1,5,113,0.021326351910829544
754,1,5,114,0.0439005121588707
755,1,5,115,0.028808459639549255
756,1,5,116,0.014210935682058334
757,1,5,117,0.03271504491567612
758,1,5,118,0.028678834438323975
759,1,5,119,0.05070123076438904
760,1,5,120,0.10403747856616974
761,1,5,121,0.019611820578575134
762,1,5,122,0.0255291648209095
763,1,5,123,0.16814914345741272
764,1,5,124,0.017142416909337044
765,1,5,125,0.045165881514549255
766,1,5,126,0.014194399118423462
767,1,5,127,0.018299562856554985
768,1,6,0,0.02681269869208336
769,1,6,1,0.03213275223970413
770,1,6,2,0.029988253489136696
771,1,6,3,0.01229076273739338
772,1,6,4,0.011279808357357979
773,1,6,5,0.02680833637714386
774,1,6,6,0.13426268100738525
775,1,6,7,0.011346211656928062
776,1,6,8,0.015398910269141197
777,1,6,9,0.01691378280520439
778,1,6,10,0.02103053219616413
779,1,6,11,0.01043786108493805
780,1,6,12,0.009415054693818092
781,1,6,13,0.009141935035586357
782,1,6,14,0.019300945103168488
783,1,6,15,0.061165258288383484
784,1,6,16,0.035027727484703064
785,1,6,17,0.030197391286492348
786,1,6,18,0.01150631345808506
787,1,6,19,0.03781818598508835
788,1,6,20,0.7864751815795898
789,1,6,21,0.06505625694990158
790,1,6,22,0.02146373875439167
791,1,6,23,0.3069323003292084
792,1,6,24,0.1251194179058075
793,1,6,25,0.025287725031375885
794,1,6,26,0.09466487169265747
795,1,6,27,0.018302619457244873
796,1,6,28,0.047118574380874634
797,1,6,29,0.1401243358850479
798,1,6,30,0.08609635382890701
799,1,6,31,0.022803371772170067
800,1,6,32,0.05896878242492676
801,1,6,33,0.0615864098072052
802,1,6,34,0.024156536906957626
803,1,6,35,0.09815414249897003
804,1,6,36,0.11456681787967682
805,1,6,37,0.1307101547718048
806,1,6,38,0.02261144481599331
807,1,6,39,0.09274724125862122
808,1,6,40,0.024660218507051468
809,1,6,41,0.052497074007987976
810,1,6,42,0.027734363451600075
811,1,6,43,0.053421713411808014
812,1,6,44,0.013912750408053398
813,1,6,45,0.05741843953728676
814,1,6,46,0.025921400636434555
815,1,6,47,0.022563982754945755
816,1,6,48,0.01799006015062332
817,1,6,49,0.03517436236143112
818,1,6,50,0.02534596621990204
819,1,6,51,0.03870265930891037
820,1,6,52,0.020194679498672485
